0.387635 	0.387635 	-1.04083e-17 	0.0107807 	-0.00235911 	2.2337e-19
0.412272 	0.412272 	-1.38778e-17 	0.0321228 	-0.00663188 	6.79156e-20
0.438677 	0.438677 	-1.73472e-17 	0.0627941 	-0.0118748 	-5.05395e-20
0.466977 	0.466977 	-1.9082e-17 	0.102146 	-0.0172362 	2.89709e-19
0.497308 	0.497308 	-2.08167e-17 	0.14954 	-0.0219528 	-6.94386e-19
0.529816 	0.529816 	-1.56125e-17 	0.204315 	-0.0253401 	-1.17145e-20
0.564657 	0.564657 	-1.21431e-17 	0.265811 	-0.0266946 	7.37976e-20
0.601999 	0.601999 	-1.38778e-17 	0.333146 	-0.0254913 	-3.07321e-19
0.642022 	0.642022 	-1.38778e-17 	0.405191 	-0.0205394 	1.12923e-19
0.684916 	0.684916 	-1.38778e-17 	0.484855 	-0.00564187 	1.44075e-19
0.707107 	0.707107 	-1.38778e-17 	0.544616 	-0.028525 	1.38856e-20
0.730051 	0.730051 	-1.38778e-17 	0.627975 	-0.0285951 	0
0.76693 	0.76693 	-1.30104e-17 	0.716668 	-0.0178884 	0
0.790889 	0.790889 	-1.30104e-17 	0.716931 	-0.029015 	0
0.825934 	0.825934 	-1.56125e-17 	0.799546 	-0.019499 	0
0.854421 	0.854421 	-1.56125e-17 	0.878585 	-0.00879799 	0
0.880549 	0.880549 	-1.38778e-17 	0.865028 	-0.0193412 	0
0.920766 	0.920766 	-1.38778e-17 	0.939261 	-0.0086846 	0
0.948051 	0.948051 	-1.30104e-17 	0.922272 	-0.0187381 	0
0.986273 	0.986273 	-1.30104e-17 	0.991535 	-0.00815528 	0
1.01854 	1.01854 	-1.21431e-17 	1.05541 	0.00297491 	0
1.0483 	1.0483 	-1.21431e-17 	1.03942 	-0.00783909 	0
1.09215 	1.09215 	-1.04083e-17 	1.0974 	0.00289853 	0
1.12322 	1.12322 	-7.80626e-18 	1.08237 	-0.00777074 	0
1.16886 	1.16886 	-9.54098e-18 	1.13425 	0.00246228 	0
1.20147 	1.20147 	-1.15468e-17 	1.17885 	0.0124121 	0
1.23535 	1.23535 	-1.84856e-17 	1.16568 	0.00172388 	0
1.28318 	1.28318 	-2.08167e-17 	1.20397 	0.0109162 	0
1.31856 	1.31856 	-1.82146e-17 	1.19184 	0.000728517 	0
1.36851 	1.36851 	-1.82146e-17 	1.22402 	0.00913478 	0
1.40546 	1.40546 	-1.9082e-17 	1.21296 	-0.000478901 	0
1.45234 	1.45234 	-2.08167e-17 	1.23935 	0.00713693 	0
1.4962 	1.4962 	-2.0383e-17 	1.25878 	0.0138603 	0
1.53649 	1.53649 	-2.21177e-17 	1.25041 	0.00499292 	0
1.59096 	1.59096 	-2.42861e-17 	1.26506 	0.0109284 	0
1.63304 	1.63304 	-2.60209e-17 	1.25768 	0.00277346 	0
1.68991 	1.68991 	-2.77556e-17 	1.26815 	0.00798458 	0
1.73385 	1.73385 	-2.60209e-17 	1.26168 	0.00054828 	0
1.78944 	1.78944 	-2.42861e-17 	1.26862 	0.0051061 	0
1.83914 	1.83914 	-2.38524e-17 	1.27137 	0.0088066 	0
1.88705 	1.88705 	-2.38524e-17 	1.26698 	0.00236359 	0
1.94908 	1.94908 	-2.42861e-17 	1.26753 	0.00557563 	0
