"T","U:0","U:1","U:2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03564,0.59,0.04564,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03582,0.59,0.04582,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.036,0.59,0.046,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03618,0.59,0.04618,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03636,0.59,0.04636,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03654,0.59,0.04654,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03672,0.59,0.04672,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.0369,0.59,0.0469,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03708,0.59,0.04708,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03726,0.59,0.04726,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03744,0.59,0.04744,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03762,0.59,0.04762,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.0378,0.59,0.0478,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03798,0.59,0.04798,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03816,0.59,0.04816,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03834,0.59,0.04834,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03852,0.59,0.04852,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.0387,0.59,0.0487,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03888,0.59,0.04888,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03906,0.59,0.04906,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03924,0.59,0.04924,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03942,0.59,0.04942,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.0396,0.59,0.0496,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03978,0.59,0.04978,0
2.8107,0.042004,0.12594,0,11.901,5.9279,1,0.03996,0.59,0.04996,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04014,0.59,0.05014,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04032,0.59,0.05032,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0405,0.59,0.0505,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04068,0.59,0.05068,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04086,0.59,0.05086,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04104,0.59,0.05104,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04122,0.59,0.05122,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0414,0.59,0.0514,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04158,0.59,0.05158,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04176,0.59,0.05176,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04194,0.59,0.05194,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04212,0.59,0.05212,0
