"T","U:0","U:1","U:2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,3,-6.0628e-16,0,1,1.4,1,0.38144,0.39144,0.99,0
1,3,-1.1652e-15,0,1,1.4,1,0.38442,0.39442,0.99,0
1,3,-1.1652e-15,0,1,1.4,1,0.3874,0.3974,0.99,0
1,3,-8.0339e-16,0,1,1.4,1,0.39038,0.40038,0.99,0
1,3,-8.0339e-16,0,1,1.4,1,0.39336,0.40336,0.99,0
1,3,-8.0469e-16,0,1,1.4,1,0.39634,0.40634,0.99,0
1,3,-8.0469e-16,0,1,1.4,1,0.39932,0.40932,0.99,0
1,3,-8.0469e-16,0,1,1.4,1,0.4023,0.4123,0.99,0
1,3,-7.3488e-16,0,1,1.4,1,0.40528,0.41528,0.99,0
1,3,-7.3488e-16,0,1,1.4,1,0.40826,0.41826,0.99,0
1,3,-2.7965e-16,0,1,1.4,1,0.41124,0.42124,0.99,0
1,3,-2.7965e-16,0,1,1.4,1,0.41422,0.42422,0.99,0
1,3,5.8206e-16,0,1,1.4,1,0.4172,0.4272,0.99,0
1,3,5.8206e-16,0,1,1.4,1,0.42018,0.43018,0.99,0
1,3,1.0712e-15,0,1,1.4,1,0.42316,0.43316,0.99,0
1,3,1.0712e-15,0,1,1.4,1,0.42614,0.43614,0.99,0
1,3,5.8042e-16,0,1,1.4,1,0.42912,0.43912,0.99,0
1,3,5.8042e-16,0,1,1.4,1,0.4321,0.4421,0.99,0
1,3,-5.4085e-16,0,1,1.4,1,0.43508,0.44508,0.99,0
1,3,-5.4085e-16,0,1,1.4,1,0.43806,0.44806,0.99,0
1,3,-1.5981e-15,0,1,1.4,1,0.44104,0.45104,0.99,0
1,3,-1.5981e-15,0,1,1.4,1,0.44402,0.45402,0.99,0
1,3,-6.9731e-16,0,1,1.4,1,0.447,0.457,0.99,0
1,3,-6.9731e-16,0,1,1.4,1,0.44998,0.45998,0.99,0
1,3,-1.6385e-15,0,1,1.4,1,0.45296,0.46296,0.99,0
1,3,-1.6385e-15,0,1,1.4,1,0.45594,0.46594,0.99,0
1,3,-1.6565e-15,0,1,1.4,1,0.45892,0.46892,0.99,0
1,3,-1.6565e-15,0,1,1.4,1,0.4619,0.4719,0.99,0
1,3,-1.6565e-15,0,1,1.4,1,0.46488,0.47488,0.99,0
1,3,-1.1911e-15,0,1,1.4,1,0.46786,0.47786,0.99,0
1,3,-1.1911e-15,0,1,1.4,1,0.47084,0.48084,0.99,0
1,3,-2.2623e-15,0,1,1.4,1,0.47382,0.48382,0.99,0
1,3,-2.2623e-15,0,1,1.4,1,0.4768,0.4868,0.99,0
1,3,-2.9551e-15,0,1,1.4,1,0.47978,0.48978,0.99,0
1,3,-2.9551e-15,0,1,1.4,1,0.48276,0.49276,0.99,0
1,3,-3.1499e-15,0,1,1.4,1,0.48574,0.49574,0.99,0
1,3,-3.1499e-15,0,1,1.4,1,0.48872,0.49872,0.99,0
1,3,-2.5528e-15,0,1,1.4,1,0.4917,0.5017,0.99,0
1,3,-2.5528e-15,0,1,1.4,1,0.49468,0.50468,0.99,0
1,3,-4.7699e-16,0,1,1.4,1,0.49766,0.50766,0.99,0
1,3,-4.7699e-16,0,1,1.4,1,0.50064,0.51064,0.99,0
1,3,4.4447e-16,0,1,1.4,1,0.50362,0.51362,0.99,0
1,3,4.4447e-16,0,1,1.4,1,0.5066,0.5166,0.99,0
1,3,-3.7728e-16,0,1,1.4,1,0.50958,0.51958,0.99,0
1,3,-3.7728e-16,0,1,1.4,1,0.51256,0.52256,0.99,0
1,3,-9.2788e-16,0,1,1.4,1,0.51554,0.52554,0.99,0
1,3,-9.2788e-16,0,1,1.4,1,0.51852,0.52852,0.99,0
1,3,-4.4181e-16,0,1,1.4,1,0.5215,0.5315,0.99,0
1,3,-4.4181e-16,0,1,1.4,1,0.52448,0.53448,0.99,0
1,3,-4.4181e-16,0,1,1.4,1,0.52746,0.53746,0.99,0
1,3,-5.9181e-16,0,1,1.4,1,0.53044,0.54044,0.99,0
1,3,-5.9181e-16,0,1,1.4,1,0.53342,0.54342,0.99,0
1,3,-7.1225e-16,0,1,1.4,1,0.5364,0.5464,0.99,0
1,3,-7.1225e-16,0,1,1.4,1,0.53938,0.54938,0.99,0
1,3,-1.2157e-15,0,1,1.4,1,0.54236,0.55236,0.99,0
1,3,-1.2157e-15,0,1,1.4,1,0.54534,0.55534,0.99,0
1,3,-1.0199e-15,0,1,1.4,1,0.54832,0.55832,0.99,0
1,3,-1.0199e-15,0,1,1.4,1,0.5513,0.5613,0.99,0
1,3,-1.2616e-15,0,1,1.4,1,0.55428,0.56428,0.99,0
1,3,-1.2616e-15,0,1,1.4,1,0.55726,0.56726,0.99,0
1,3,-9.1594e-16,0,1,1.4,1,0.56024,0.57024,0.99,0
1,3,-9.1594e-16,0,1,1.4,1,0.56322,0.57322,0.99,0
1,3,-7.4255e-16,0,1,1.4,1,0.5662,0.5762,0.99,0
1,3,-7.4255e-16,0,1,1.4,1,0.56918,0.57918,0.99,0
1,3,-4.7159e-16,0,1,1.4,1,0.57216,0.58216,0.99,0
1,3,-4.7159e-16,0,1,1.4,1,0.57514,0.58514,0.99,0
1,3,2.8476e-15,0,1,1.4,1,0.57812,0.58812,0.99,0
1,3,2.8476e-15,0,1,1.4,1,0.5811,0.5911,0.99,0
1.8928,1.7984,0.0045222,0,3.8453,2.8442,1,0.58408,0.59408,0.99,0
1.8928,1.7984,0.0045222,0,3.8453,2.8442,1,0.58706,0.59706,0.99,0
2.6685,0.79805,-0.0041843,0,9.9854,5.2389,1,0.59004,0.60004,0.99,0
2.6685,0.79805,-0.0041843,0,9.9854,5.2389,1,0.59302,0.60302,0.99,0
2.6685,0.79805,-0.0041843,0,9.9854,5.2389,1,0.596,0.606,0.99,0
2.7396,0.74931,0.001192,0,10.549,5.3911,1,0.59898,0.60898,0.99,0
2.7396,0.74931,0.001192,0,10.549,5.3911,1,0.60196,0.61196,0.99,0
2.7374,0.75479,0.0014243,0,10.501,5.3704,1,0.60494,0.61494,0.99,0
2.7374,0.75479,0.0014243,0,10.501,5.3704,1,0.60792,0.61792,0.99,0
2.7348,0.7587,0.0038926,0,10.47,5.36,1,0.6109,0.6209,0.99,0
2.7348,0.7587,0.0038926,0,10.47,5.36,1,0.61388,0.62388,0.99,0
2.7348,0.7587,0.0038926,0,10.47,5.36,1,0.61686,0.62686,0.99,0
2.7289,0.76545,0.0079827,0,10.436,5.3538,1,0.61984,0.62984,0.99,0
2.7289,0.76545,0.0079827,0,10.436,5.3538,1,0.62282,0.63282,0.99,0
2.7201,0.7752,0.014249,0,10.405,5.3553,1,0.6258,0.6358,0.99,0
2.7201,0.7752,0.014249,0,10.405,5.3553,1,0.62878,0.63878,0.99,0
2.7089,0.78931,0.019863,0,10.369,5.3587,1,0.63176,0.64176,0.99,0
2.7089,0.78931,0.019863,0,10.369,5.3587,1,0.63474,0.64474,0.99,0
2.7089,0.78931,0.019863,0,10.369,5.3587,1,0.63772,0.64772,0.99,0
2.6971,0.80633,0.022611,0,10.331,5.3624,1,0.6407,0.6507,0.99,0
2.6971,0.80633,0.022611,0,10.331,5.3624,1,0.64368,0.65368,0.99,0
2.6862,0.82406,0.022006,0,10.291,5.3635,1,0.64666,0.65666,0.99,0
2.6862,0.82406,0.022006,0,10.291,5.3635,1,0.64964,0.65964,0.99,0
2.6768,0.84173,0.019373,0,10.248,5.3598,1,0.65262,0.66262,0.99,0
2.6768,0.84173,0.019373,0,10.248,5.3598,1,0.6556,0.6656,0.99,0
2.6768,0.84173,0.019373,0,10.248,5.3598,1,0.65858,0.66858,0.99,0
2.67,0.85789,0.015572,0,10.202,5.3493,1,0.66156,0.67156,0.99,0
2.67,0.85789,0.015572,0,10.202,5.3493,1,0.66454,0.67454,0.99,0
2.6666,0.87185,0.012256,0,10.154,5.3308,1,0.66752,0.67752,0.99,0
2.6666,0.87185,0.012256,0,10.154,5.3308,1,0.6705,0.6805,0.99,0
2.666,0.88421,0.0099459,0,10.105,5.3066,1,0.67348,0.68348,0.99,0
2.666,0.88421,0.0099459,0,10.105,5.3066,1,0.67646,0.68646,0.99,0
2.666,0.88421,0.0099459,0,10.105,5.3066,1,0.67944,0.68944,0.99,0
2.6662,0.8949,0.0079875,0,10.056,5.28,1,0.68242,0.69242,0.99,0
2.6662,0.8949,0.0079875,0,10.056,5.28,1,0.6854,0.6954,0.99,0
2.6669,0.9039,0.0060639,0,10.001,5.2503,1,0.68838,0.69838,0.99,0
2.6669,0.9039,0.0060639,0,10.001,5.2503,1,0.69136,0.70136,0.99,0
2.6682,0.9115,0.0042824,0,9.9428,5.217,1,0.69434,0.70434,0.99,0
2.6682,0.9115,0.0042824,0,9.9428,5.217,1,0.69732,0.70732,0.99,0
2.6682,0.9115,0.0042824,0,9.9428,5.217,1,0.7003,0.7103,0.99,0
2.6705,0.91866,0.0030953,0,9.8857,5.1826,1,0.70328,0.71328,0.99,0
2.6705,0.91866,0.0030953,0,9.8857,5.1826,1,0.70626,0.71626,0.99,0
2.6733,0.9255,0.0025096,0,9.8315,5.1487,1,0.70924,0.71924,0.99,0
2.6733,0.9255,0.0025096,0,9.8315,5.1487,1,0.71222,0.72222,0.99,0
2.675,0.93147,0.0020162,0,9.7752,5.116,1,0.7152,0.7252,0.99,0
2.675,0.93147,0.0020162,0,9.7752,5.116,1,0.71818,0.72818,0.99,0
2.6754,0.93666,0.0019206,0,9.7172,5.0848,1,0.72116,0.73116,0.99,0
2.6754,0.93666,0.0019206,0,9.7172,5.0848,1,0.72414,0.73414,0.99,0
2.6754,0.93666,0.0019206,0,9.7172,5.0848,1,0.72712,0.73712,0.99,0
2.6748,0.94143,0.0022724,0,9.6552,5.0535,1,0.7301,0.7401,0.99,0
2.6748,0.94143,0.0022724,0,9.6552,5.0535,1,0.73308,0.74308,0.99,0
2.6722,0.94577,0.0030859,0,9.5873,5.0229,1,0.73606,0.74606,0.99,0
2.6722,0.94577,0.0030859,0,9.5873,5.0229,1,0.73904,0.74904,0.99,0
2.6677,0.95064,0.0040026,0,9.5206,4.9964,1,0.74202,0.75202,0.99,0
2.6677,0.95064,0.0040026,0,9.5206,4.9964,1,0.745,0.755,0.99,0
2.6677,0.95064,0.0040026,0,9.5206,4.9964,1,0.74798,0.75798,0.99,0
2.6611,0.95661,0.0055582,0,9.4522,4.9728,1,0.75096,0.76096,0.99,0
2.6611,0.95661,0.0055582,0,9.4522,4.9728,1,0.75394,0.76394,0.99,0
2.6524,0.96461,0.0082543,0,9.384,4.9531,1,0.75692,0.76692,0.99,0
2.6524,0.96461,0.0082543,0,9.384,4.9531,1,0.7599,0.7699,0.99,0
2.642,0.97543,0.011352,0,9.3188,4.938,1,0.76288,0.77288,0.99,0
2.642,0.97543,0.011352,0,9.3188,4.938,1,0.76586,0.77586,0.99,0
2.642,0.97543,0.011352,0,9.3188,4.938,1,0.76884,0.77884,0.99,0
2.6307,0.9891,0.014123,0,9.2588,4.9273,1,0.77182,0.78182,0.99,0
2.6307,0.9891,0.014123,0,9.2588,4.9273,1,0.7748,0.7848,0.99,0
2.6193,1.0053,0.01604,0,9.2046,4.9199,1,0.77778,0.78778,0.99,0
2.6193,1.0053,0.01604,0,9.2046,4.9199,1,0.78076,0.79076,0.99,0
2.6082,1.0237,0.016724,0,9.1565,4.9149,1,0.78374,0.79374,0.99,0
2.6082,1.0237,0.016724,0,9.1565,4.9149,1,0.78672,0.79672,0.99,0
2.6082,1.0237,0.016724,0,9.1565,4.9149,1,0.7897,0.7997,0.99,0
2.5978,1.0435,0.016401,0,9.1117,4.9104,1,0.79268,0.80268,0.99,0
2.5978,1.0435,0.016401,0,9.1117,4.9104,1,0.79566,0.80566,0.99,0
2.5881,1.0635,0.015713,0,9.0656,4.904,1,0.79864,0.80864,0.99,0
2.5881,1.0635,0.015713,0,9.0656,4.904,1,0.80162,0.81162,0.99,0
2.5791,1.0823,0.014679,0,9.013,4.8925,1,0.8046,0.8146,0.99,0
2.5791,1.0823,0.014679,0,9.013,4.8925,1,0.80758,0.81758,0.99,0
2.5791,1.0823,0.014679,0,9.013,4.8925,1,0.81056,0.82056,0.99,0
2.5712,1.099,0.012603,0,8.9499,4.8731,1,0.81354,0.82354,0.99,0
2.5712,1.099,0.012603,0,8.9499,4.8731,1,0.81652,0.82652,0.99,0
2.5656,1.1142,0.010873,0,8.8848,4.8483,1,0.8195,0.8295,0.99,0
2.5656,1.1142,0.010873,0,8.8848,4.8483,1,0.82248,0.83248,0.99,0
2.5614,1.1269,0.0091344,0,8.8085,4.8145,1,0.82546,0.83546,0.99,0
2.5614,1.1269,0.0091344,0,8.8085,4.8145,1,0.82844,0.83844,0.99,0
2.5593,1.1379,0.0072606,0,8.7303,4.7756,1,0.83142,0.84142,0.99,0
2.5593,1.1379,0.0072606,0,8.7303,4.7756,1,0.8344,0.8444,0.99,0
2.5593,1.1379,0.0072606,0,8.7303,4.7756,1,0.83738,0.84738,0.99,0
2.5588,1.1478,0.005636,0,8.6592,4.7378,1,0.84036,0.85036,0.99,0
2.5588,1.1478,0.005636,0,8.6592,4.7378,1,0.84334,0.85334,0.99,0
2.5587,1.1566,0.0044406,0,8.5899,4.7,1,0.84632,0.85632,0.99,0
2.5587,1.1566,0.0044406,0,8.5899,4.7,1,0.8493,0.8593,0.99,0
2.5589,1.1649,0.0031075,0,8.5198,4.6612,1,0.85228,0.86228,0.99,0
2.5589,1.1649,0.0031075,0,8.5198,4.6612,1,0.85526,0.86526,0.99,0
2.5589,1.1649,0.0031075,0,8.5198,4.6612,1,0.85824,0.86824,0.99,0
2.5592,1.1727,0.0014349,0,8.4484,4.6217,1,0.86122,0.87122,0.99,0
2.5592,1.1727,0.0014349,0,8.4484,4.6217,1,0.8642,0.8742,0.99,0
2.5589,1.1801,-4.6901e-05,0,8.3761,4.5827,1,0.86718,0.87718,0.99,0
2.5589,1.1801,-4.6901e-05,0,8.3761,4.5827,1,0.87016,0.88016,0.99,0
2.558,1.1873,-0.00089101,0,8.3054,4.5456,1,0.87314,0.88314,0.99,0
2.558,1.1873,-0.00089101,0,8.3054,4.5456,1,0.87612,0.88612,0.99,0
2.558,1.1873,-0.00089101,0,8.3054,4.5456,1,0.8791,0.8891,0.99,0
2.5566,1.1947,-0.0011474,0,8.2381,4.5111,1,0.88208,0.89208,0.99,0
2.5566,1.1947,-0.0011474,0,8.2381,4.5111,1,0.88506,0.89506,0.99,0
2.5549,1.2027,-0.0011099,0,8.177,4.4807,1,0.88804,0.89804,0.99,0
2.5549,1.2027,-0.0011099,0,8.177,4.4807,1,0.89102,0.90102,0.99,0
2.5519,1.2109,-0.00077251,0,8.1166,4.4529,1,0.894,0.904,0.99,0
2.5519,1.2109,-0.00077251,0,8.1166,4.4529,1,0.89698,0.90698,0.99,0
2.5519,1.2109,-0.00077251,0,8.1166,4.4529,1,0.89996,0.90996,0.99,0
2.5472,1.2193,0.00020534,0,8.0576,4.4286,1,0.90294,0.91294,0.99,0
2.5472,1.2193,0.00020534,0,8.0576,4.4286,1,0.90592,0.91592,0.99,0
2.5407,1.2284,0.0019599,0,7.9984,4.4073,1,0.9089,0.9189,0.99,0
2.5407,1.2284,0.0019599,0,7.9984,4.4073,1,0.91188,0.92188,0.99,0
2.5326,1.2385,0.0041432,0,7.9397,4.389,1,0.91486,0.92486,0.99,0
2.5326,1.2385,0.0041432,0,7.9397,4.389,1,0.91784,0.92784,0.99,0
2.5326,1.2385,0.0041432,0,7.9397,4.389,1,0.92082,0.93082,0.99,0
2.5232,1.2501,0.0064948,0,7.8804,4.3725,1,0.9238,0.9338,0.99,0
2.5232,1.2501,0.0064948,0,7.8804,4.3725,1,0.92678,0.93678,0.99,0
2.5127,1.2629,0.00874,0,7.8183,4.3561,1,0.92976,0.93976,0.99,0
2.5127,1.2629,0.00874,0,7.8183,4.3561,1,0.93274,0.94274,0.99,0
2.5015,1.2766,0.010045,0,7.7512,4.3382,1,0.93572,0.94572,0.99,0
2.5015,1.2766,0.010045,0,7.7512,4.3382,1,0.9387,0.9487,0.99,0
2.5015,1.2766,0.010045,0,7.7512,4.3382,1,0.94168,0.95168,0.99,0
2.4894,1.2908,0.01021,0,7.6781,4.318,1,0.94466,0.95466,0.99,0
2.4894,1.2908,0.01021,0,7.6781,4.318,1,0.94764,0.95764,0.99,0
2.4775,1.3058,0.010037,0,7.6068,4.2984,1,0.95062,0.96062,0.99,0
2.4775,1.3058,0.010037,0,7.6068,4.2984,1,0.9536,0.9636,0.99,0
2.4665,1.3222,0.009398,0,7.5428,4.2813,1,0.95658,0.96658,0.99,0
2.4665,1.3222,0.009398,0,7.5428,4.2813,1,0.95956,0.96956,0.99,0
2.4563,1.3397,0.0083026,0,7.4835,4.2654,1,0.96254,0.97254,0.99,0
2.4563,1.3397,0.0083026,0,7.4835,4.2654,1,0.96552,0.97552,0.99,0
2.4563,1.3397,0.0083026,0,7.4835,4.2654,1,0.9685,0.9785,0.99,0
2.4467,1.3576,0.0072548,0,7.4255,4.249,1,0.97148,0.98148,0.99,0
2.4467,1.3576,0.0072548,0,7.4255,4.249,1,0.97446,0.98446,0.99,0
2.438,1.3754,0.0069585,0,7.3696,4.232,1,0.97744,0.98744,0.99,0
2.438,1.3754,0.0069585,0,7.3696,4.232,1,0.98042,0.99042,0.99,0
2.4298,1.3919,0.0079178,0,7.3092,4.2114,1,0.9834,0.9934,0.99,0
2.4298,1.3919,0.0079178,0,7.3092,4.2114,1,0.98638,0.99638,0.99,0
2.4298,1.3919,0.0079178,0,7.3092,4.2114,1,0.98936,0.99936,0.99,0
2.4218,1.4053,0.0072403,0,7.2355,4.1828,1,0.99234,1.0023,0.99,0
2.4218,1.4053,0.0072403,0,7.2355,4.1828,1,0.99532,1.0053,0.99,0
2.4148,1.4164,0.0058177,0,7.1569,4.1492,1,0.9983,1.0083,0.99,0
