# time Uy_probe0 Uy_probe1
24.756 -0.127589 0.127603
24.757 -0.127579 0.127593
24.758 -0.127568 0.127582
24.759 -0.127558 0.127572
24.76 -0.127547 0.127561
24.761 -0.127537 0.127551
24.762 -0.127526 0.12754
24.763 -0.127516 0.12753
24.764 -0.127505 0.127519
24.765 -0.127495 0.127509
24.766 -0.127484 0.127498
24.767 -0.127474 0.127488
24.768 -0.127463 0.127477
24.769 -0.127453 0.127467
24.77 -0.127442 0.127456
24.771 -0.127431 0.127446
24.772 -0.127421 0.127435
24.773 -0.12741 0.127425
24.774 -0.1274 0.127414
24.775 -0.127389 0.127404
24.776 -0.127379 0.127393
24.777 -0.127368 0.127383
24.778 -0.127358 0.127372
24.779 -0.127347 0.127362
24.78 -0.127337 0.127351
24.781 -0.127326 0.127341
24.782 -0.127316 0.12733
24.783 -0.127305 0.12732
24.784 -0.127295 0.127309
24.785 -0.127284 0.127299
24.786 -0.127274 0.127288
24.787 -0.127263 0.127278
24.788 -0.127253 0.127267
24.789 -0.127242 0.127257
24.79 -0.127231 0.127246
24.791 -0.127221 0.127236
24.792 -0.12721 0.127225
24.793 -0.1272 0.127215
24.794 -0.127189 0.127204
24.795 -0.127179 0.127194
24.796 -0.127168 0.127183
24.797 -0.127158 0.127173
24.798 -0.127147 0.127162
24.799 -0.127137 0.127152
24.8 -0.127126 0.127141
24.801 -0.127116 0.127131
24.802 -0.127105 0.12712
24.803 -0.127095 0.12711
24.804 -0.127084 0.127099
24.805 -0.127074 0.127089
24.806 -0.127063 0.127078
24.807 -0.127053 0.127068
24.808 -0.127042 0.127057
24.809 -0.127032 0.127047
24.81 -0.127021 0.127036
24.811 -0.127011 0.127026
24.812 -0.127 0.127015
24.813 -0.12699 0.127005
24.814 -0.126979 0.126994
24.815 -0.126969 0.126984
24.816 -0.126958 0.126973
24.817 -0.126948 0.126963
24.818 -0.126937 0.126952
24.819 -0.126926 0.126942
24.82 -0.126916 0.126931
24.821 -0.126905 0.126921
24.822 -0.126895 0.12691
24.823 -0.126884 0.1269
24.824 -0.126874 0.126889
24.825 -0.126863 0.126879
24.826 -0.126853 0.126868
24.827 -0.126842 0.126858
24.828 -0.126832 0.126847
24.829 -0.126821 0.126837
24.83 -0.126811 0.126826
24.831 -0.1268 0.126816
24.832 -0.12679 0.126805
24.833 -0.126779 0.126795
24.834 -0.126769 0.126785
24.835 -0.126758 0.126774
24.836 -0.126748 0.126764
24.837 -0.126737 0.126753
24.838 -0.126727 0.126743
24.839 -0.126716 0.126732
24.84 -0.126706 0.126722
24.841 -0.126695 0.126711
24.842 -0.126685 0.126701
24.843 -0.126674 0.12669
24.844 -0.126664 0.12668
24.845 -0.126653 0.126669
24.846 -0.126643 0.126659
24.847 -0.126632 0.126648
24.848 -0.126622 0.126638
24.849 -0.126611 0.126627
24.85 -0.126601 0.126617
24.851 -0.12659 0.126606
24.852 -0.12658 0.126596
24.853 -0.126569 0.126585
24.854 -0.126559 0.126575
24.855 -0.126548 0.126564
24.856 -0.126538 0.126554
24.857 -0.126527 0.126544
24.858 -0.126517 0.126533
24.859 -0.126506 0.126523
24.86 -0.126496 0.126512
24.861 -0.126485 0.126502
24.862 -0.126475 0.126491
24.863 -0.126464 0.126481
24.864 -0.126454 0.12647
24.865 -0.126443 0.12646
24.866 -0.126433 0.126449
24.867 -0.126422 0.126439
24.868 -0.126412 0.126428
24.869 -0.126401 0.126418
24.87 -0.126391 0.126407
24.871 -0.12638 0.126397
24.872 -0.12637 0.126386
24.873 -0.126359 0.126376
24.874 -0.126349 0.126366
24.875 -0.126338 0.126355
24.876 -0.126328 0.126345
24.877 -0.126317 0.126334
24.878 -0.126307 0.126324
24.879 -0.126297 0.126313
24.88 -0.126286 0.126303
24.881 -0.126276 0.126292
24.882 -0.126265 0.126282
24.883 -0.126255 0.126271
24.884 -0.126244 0.126261
24.885 -0.126234 0.12625
24.886 -0.126223 0.12624
24.887 -0.126213 0.12623
24.888 -0.126202 0.126219
24.889 -0.126192 0.126209
24.89 -0.126181 0.126198
24.891 -0.126171 0.126188
24.892 -0.12616 0.126177
24.893 -0.12615 0.126167
24.894 -0.126139 0.126156
24.895 -0.126129 0.126146
24.896 -0.126118 0.126135
24.897 -0.126108 0.126125
24.898 -0.126097 0.126114
24.899 -0.126087 0.126104
24.9 -0.126076 0.126094
24.901 -0.126066 0.126083
24.902 -0.126055 0.126073
24.903 -0.126045 0.126062
24.904 -0.126035 0.126052
24.905 -0.126024 0.126041
24.906 -0.126014 0.126031
24.907 -0.126003 0.12602
24.908 -0.125993 0.12601
24.909 -0.125982 0.126
24.91 -0.125972 0.125989
24.911 -0.125961 0.125979
24.912 -0.125951 0.125968
24.913 -0.12594 0.125958
24.914 -0.12593 0.125947
24.915 -0.125919 0.125937
24.916 -0.125909 0.125926
24.917 -0.125898 0.125916
24.918 -0.125888 0.125905
24.919 -0.125877 0.125895
24.92 -0.125867 0.125885
24.921 -0.125857 0.125874
24.922 -0.125846 0.125864
24.923 -0.125836 0.125853
24.924 -0.125825 0.125843
24.925 -0.125815 0.125832
24.926 -0.125804 0.125822
24.927 -0.125794 0.125812
24.928 -0.125783 0.125801
24.929 -0.125773 0.125791
24.93 -0.125762 0.12578
24.931 -0.125752 0.12577
24.932 -0.125741 0.125759
24.933 -0.125731 0.125749
24.934 -0.125721 0.125738
24.935 -0.12571 0.125728
24.936 -0.1257 0.125718
24.937 -0.125689 0.125707
24.938 -0.125679 0.125697
24.939 -0.125668 0.125686
24.94 -0.125658 0.125676
24.941 -0.125647 0.125665
24.942 -0.125637 0.125655
24.943 -0.125626 0.125645
24.944 -0.125616 0.125634
24.945 -0.125606 0.125624
24.946 -0.125595 0.125613
24.947 -0.125585 0.125603
24.948 -0.125574 0.125592
24.949 -0.125564 0.125582
24.95 -0.125553 0.125572
24.951 -0.125543 0.125561
24.952 -0.125532 0.125551
24.953 -0.125522 0.12554
24.954 -0.125511 0.12553
24.955 -0.125501 0.125519
24.956 -0.125491 0.125509
24.957 -0.12548 0.125499
24.958 -0.12547 0.125488
24.959 -0.125459 0.125478
24.96 -0.125449 0.125467
24.961 -0.125438 0.125457
24.962 -0.125428 0.125446
24.963 -0.125417 0.125436
24.964 -0.125407 0.125426
24.965 -0.125397 0.125415
24.966 -0.125386 0.125405
24.967 -0.125376 0.125394
24.968 -0.125365 0.125384
24.969 -0.125355 0.125373
24.97 -0.125344 0.125363
24.971 -0.125334 0.125353
24.972 -0.125323 0.125342
24.973 -0.125313 0.125332
24.974 -0.125303 0.125321
24.975 -0.125292 0.125311
24.976 -0.125282 0.125301
24.977 -0.125271 0.12529
24.978 -0.125261 0.12528
24.979 -0.12525 0.125269
24.98 -0.12524 0.125259
24.981 -0.12523 0.125248
24.982 -0.125219 0.125238
24.983 -0.125209 0.125228
24.984 -0.125198 0.125217
24.985 -0.125188 0.125207
24.986 -0.125177 0.125196
24.987 -0.125167 0.125186
24.988 -0.125156 0.125176
24.989 -0.125146 0.125165
24.99 -0.125136 0.125155
24.991 -0.125125 0.125144
24.992 -0.125115 0.125134
24.993 -0.125104 0.125124
24.994 -0.125094 0.125113
24.995 -0.125084 0.125103
24.996 -0.125073 0.125092
24.997 -0.125063 0.125082
24.998 -0.125052 0.125072
24.999 -0.125042 0.125061
25 -0.125031 0.125051
25.001 -0.125021 0.12504
25.002 -0.125011 0.12503
25.003 -0.125 0.12502
25.004 -0.12499 0.125009
25.005 -0.124979 0.124999
25.006 -0.124969 0.124988
25.007 -0.124958 0.124978
25.008 -0.124948 0.124968
25.009 -0.124938 0.124957
25.01 -0.124927 0.124947
25.011 -0.124917 0.124936
25.012 -0.124906 0.124926
25.013 -0.124896 0.124916
25.014 -0.124886 0.124905
25.015 -0.124875 0.124895
25.016 -0.124865 0.124884
25.017 -0.124854 0.124874
25.018 -0.124844 0.124864
25.019 -0.124833 0.124853
25.02 -0.124823 0.124843
25.021 -0.124813 0.124832
25.022 -0.124802 0.124822
25.023 -0.124792 0.124812
25.024 -0.124781 0.124801
25.025 -0.124771 0.124791
25.026 -0.124761 0.124781
25.027 -0.12475 0.12477
25.028 -0.12474 0.12476
25.029 -0.124729 0.124749
25.03 -0.124719 0.124739
25.031 -0.124709 0.124729
25.032 -0.124698 0.124718
25.033 -0.124688 0.124708
25.034 -0.124677 0.124697
25.035 -0.124667 0.124687
25.036 -0.124657 0.124677
25.037 -0.124646 0.124666
25.038 -0.124636 0.124656
25.039 -0.124625 0.124646
25.04 -0.124615 0.124635
25.041 -0.124605 0.124625
25.042 -0.124594 0.124614
25.043 -0.124584 0.124604
25.044 -0.124573 0.124594
25.045 -0.124563 0.124583
25.046 -0.124553 0.124573
25.047 -0.124542 0.124563
25.048 -0.124532 0.124552
25.049 -0.124521 0.124542
25.05 -0.124511 0.124531
25.051 -0.124501 0.124521
25.052 -0.12449 0.124511
25.053 -0.12448 0.1245
25.054 -0.124469 0.12449
25.055 -0.124459 0.12448
25.056 -0.124449 0.124469
25.057 -0.124438 0.124459
25.058 -0.124428 0.124448
25.059 -0.124417 0.124438
25.06 -0.124407 0.124428
25.061 -0.124397 0.124417
25.062 -0.124386 0.124407
25.063 -0.124376 0.124397
25.064 -0.124366 0.124386
25.065 -0.124355 0.124376
25.066 -0.124345 0.124366
25.067 -0.124334 0.124355
25.068 -0.124324 0.124345
25.069 -0.124314 0.124334
25.07 -0.124303 0.124324
25.071 -0.124293 0.124314
25.072 -0.124282 0.124303
25.073 -0.124272 0.124293
25.074 -0.124262 0.124283
25.075 -0.124251 0.124272
25.076 -0.124241 0.124262
25.077 -0.124231 0.124252
25.078 -0.12422 0.124241
25.079 -0.12421 0.124231
25.08 -0.124199 0.124221
25.081 -0.124189 0.12421
25.082 -0.124179 0.1242
25.083 -0.124168 0.124189
25.084 -0.124158 0.124179
25.085 -0.124148 0.124169
25.086 -0.124137 0.124158
25.087 -0.124127 0.124148
25.088 -0.124116 0.124138
25.089 -0.124106 0.124127
25.09 -0.124096 0.124117
25.091 -0.124085 0.124107
25.092 -0.124075 0.124096
25.093 -0.124065 0.124086
25.094 -0.124054 0.124076
25.095 -0.124044 0.124065
25.096 -0.124034 0.124055
25.097 -0.124023 0.124045
25.098 -0.124013 0.124034
25.099 -0.124002 0.124024
25.1 -0.123992 0.124014
25.101 -0.123982 0.124003
25.102 -0.123971 0.123993
25.103 -0.123961 0.123983
25.104 -0.123951 0.123972
25.105 -0.12394 0.123962
25.106 -0.12393 0.123952
25.107 -0.12392 0.123941
25.108 -0.123909 0.123931
25.109 -0.123899 0.123921
25.11 -0.123889 0.12391
25.111 -0.123878 0.1239
25.112 -0.123868 0.12389
25.113 -0.123857 0.123879
25.114 -0.123847 0.123869
25.115 -0.123837 0.123859
25.116 -0.123826 0.123848
25.117 -0.123816 0.123838
25.118 -0.123806 0.123828
25.119 -0.123795 0.123817
25.12 -0.123785 0.123807
25.121 -0.123775 0.123797
25.122 -0.123764 0.123786
25.123 -0.123754 0.123776
25.124 -0.123744 0.123766
25.125 -0.123733 0.123755
25.126 -0.123723 0.123745
25.127 -0.123713 0.123735
25.128 -0.123702 0.123724
25.129 -0.123692 0.123714
25.13 -0.123682 0.123704
25.131 -0.123671 0.123693
25.132 -0.123661 0.123683
25.133 -0.123651 0.123673
25.134 -0.12364 0.123662
25.135 -0.12363 0.123652
25.136 -0.12362 0.123642
25.137 -0.123609 0.123632
25.138 -0.123599 0.123621
25.139 -0.123589 0.123611
25.14 -0.123578 0.123601
25.141 -0.123568 0.12359
25.142 -0.123558 0.12358
25.143 -0.123547 0.12357
25.144 -0.123537 0.123559
25.145 -0.123527 0.123549
25.146 -0.123516 0.123539
25.147 -0.123506 0.123528
25.148 -0.123496 0.123518
25.149 -0.123485 0.123508
25.15 -0.123475 0.123498
25.151 -0.123465 0.123487
25.152 -0.123454 0.123477
25.153 -0.123444 0.123467
25.154 -0.123434 0.123456
25.155 -0.123423 0.123446
25.156 -0.123413 0.123436
25.157 -0.123403 0.123425
25.158 -0.123392 0.123415
25.159 -0.123382 0.123405
25.16 -0.123372 0.123394
25.161 -0.123361 0.123384
25.162 -0.123351 0.123374
25.163 -0.123341 0.123364
25.164 -0.12333 0.123353
25.165 -0.12332 0.123343
25.166 -0.12331 0.123333
25.167 -0.1233 0.123322
25.168 -0.123289 0.123312
25.169 -0.123279 0.123302
25.17 -0.123269 0.123292
25.171 -0.123258 0.123281
25.172 -0.123248 0.123271
25.173 -0.123238 0.123261
25.174 -0.123227 0.12325
25.175 -0.123217 0.12324
25.176 -0.123207 0.12323
25.177 -0.123196 0.12322
25.178 -0.123186 0.123209
25.179 -0.123176 0.123199
25.18 -0.123166 0.123189
25.181 -0.123155 0.123178
25.182 -0.123145 0.123168
25.183 -0.123135 0.123158
25.184 -0.123124 0.123148
25.185 -0.123114 0.123137
25.186 -0.123104 0.123127
25.187 -0.123093 0.123117
25.188 -0.123083 0.123106
25.189 -0.123073 0.123096
25.19 -0.123063 0.123086
25.191 -0.123052 0.123076
25.192 -0.123042 0.123065
25.193 -0.123032 0.123055
25.194 -0.123021 0.123045
25.195 -0.123011 0.123035
25.196 -0.123001 0.123024
25.197 -0.12299 0.123014
25.198 -0.12298 0.123004
25.199 -0.12297 0.122993
25.2 -0.12296 0.122983
25.201 -0.122949 0.122973
25.202 -0.122939 0.122963
25.203 -0.122929 0.122952
25.204 -0.122918 0.122942
25.205 -0.122908 0.122932
25.206 -0.122898 0.122922
25.207 -0.122888 0.122911
25.208 -0.122877 0.122901
25.209 -0.122867 0.122891
25.21 -0.122857 0.122881
25.211 -0.122847 0.12287
25.212 -0.122836 0.12286
25.213 -0.122826 0.12285
25.214 -0.122816 0.12284
25.215 -0.122805 0.122829
25.216 -0.122795 0.122819
25.217 -0.122785 0.122809
25.218 -0.122775 0.122798
25.219 -0.122764 0.122788
25.22 -0.122754 0.122778
25.221 -0.122744 0.122768
25.222 -0.122733 0.122757
25.223 -0.122723 0.122747
25.224 -0.122713 0.122737
25.225 -0.122703 0.122727
25.226 -0.122692 0.122716
25.227 -0.122682 0.122706
25.228 -0.122672 0.122696
25.229 -0.122662 0.122686
25.23 -0.122651 0.122675
25.231 -0.122641 0.122665
25.232 -0.122631 0.122655
25.233 -0.122621 0.122645
25.234 -0.12261 0.122635
25.235 -0.1226 0.122624
25.236 -0.12259 0.122614
25.237 -0.12258 0.122604
25.238 -0.122569 0.122594
25.239 -0.122559 0.122583
25.24 -0.122549 0.122573
25.241 -0.122538 0.122563
25.242 -0.122528 0.122553
25.243 -0.122518 0.122542
25.244 -0.122508 0.122532
25.245 -0.122497 0.122522
25.246 -0.122487 0.122512
25.247 -0.122477 0.122501
25.248 -0.122467 0.122491
25.249 -0.122456 0.122481
25.25 -0.122446 0.122471
25.251 -0.122436 0.122461
25.252 -0.122426 0.12245
25.253 -0.122415 0.12244
25.254 -0.122405 0.12243
25.255 -0.122395 0.12242
25.256 -0.122385 0.122409
25.257 -0.122375 0.122399
25.258 -0.122364 0.122389
25.259 -0.122354 0.122379
25.26 -0.122344 0.122369
25.261 -0.122334 0.122358
25.262 -0.122323 0.122348
25.263 -0.122313 0.122338
25.264 -0.122303 0.122328
25.265 -0.122293 0.122317
25.266 -0.122282 0.122307
25.267 -0.122272 0.122297
25.268 -0.122262 0.122287
25.269 -0.122252 0.122277
25.27 -0.122241 0.122266
25.271 -0.122231 0.122256
25.272 -0.122221 0.122246
25.273 -0.122211 0.122236
25.274 -0.122201 0.122226
25.275 -0.12219 0.122215
25.276 -0.12218 0.122205
25.277 -0.12217 0.122195
25.278 -0.12216 0.122185
25.279 -0.122149 0.122174
25.28 -0.122139 0.122164
25.281 -0.122129 0.122154
25.282 -0.122119 0.122144
25.283 -0.122109 0.122134
25.284 -0.122098 0.122123
25.285 -0.122088 0.122113
25.286 -0.122078 0.122103
25.287 -0.122068 0.122093
25.288 -0.122057 0.122083
25.289 -0.122047 0.122072
25.29 -0.122037 0.122062
25.291 -0.122027 0.122052
25.292 -0.122017 0.122042
25.293 -0.122006 0.122032
25.294 -0.121996 0.122022
25.295 -0.121986 0.122011
25.296 -0.121976 0.122001
25.297 -0.121966 0.121991
25.298 -0.121955 0.121981
25.299 -0.121945 0.121971
25.3 -0.121935 0.12196
25.301 -0.121925 0.12195
25.302 -0.121915 0.12194
25.303 -0.121904 0.12193
25.304 -0.121894 0.12192
25.305 -0.121884 0.121909
25.306 -0.121874 0.121899
25.307 -0.121864 0.121889
25.308 -0.121853 0.121879
25.309 -0.121843 0.121869
25.31 -0.121833 0.121859
25.311 -0.121823 0.121848
25.312 -0.121813 0.121838
25.313 -0.121802 0.121828
25.314 -0.121792 0.121818
25.315 -0.121782 0.121808
25.316 -0.121772 0.121798
25.317 -0.121762 0.121787
25.318 -0.121751 0.121777
25.319 -0.121741 0.121767
25.32 -0.121731 0.121757
25.321 -0.121721 0.121747
25.322 -0.121711 0.121737
25.323 -0.1217 0.121726
25.324 -0.12169 0.121716
25.325 -0.12168 0.121706
25.326 -0.12167 0.121696
25.327 -0.12166 0.121686
25.328 -0.12165 0.121676
25.329 -0.121639 0.121665
25.33 -0.121629 0.121655
25.331 -0.121619 0.121645
25.332 -0.121609 0.121635
25.333 -0.121599 0.121625
25.334 -0.121589 0.121615
25.335 -0.121578 0.121604
25.336 -0.121568 0.121594
25.337 -0.121558 0.121584
25.338 -0.121548 0.121574
25.339 -0.121538 0.121564
25.34 -0.121527 0.121554
25.341 -0.121517 0.121544
25.342 -0.121507 0.121533
25.343 -0.121497 0.121523
25.344 -0.121487 0.121513
25.345 -0.121477 0.121503
25.346 -0.121466 0.121493
25.347 -0.121456 0.121483
25.348 -0.121446 0.121472
25.349 -0.121436 0.121462
25.35 -0.121426 0.121452
25.351 -0.121416 0.121442
25.352 -0.121406 0.121432
25.353 -0.121395 0.121422
25.354 -0.121385 0.121412
25.355 -0.121375 0.121402
25.356 -0.121365 0.121391
25.357 -0.121355 0.121381
25.358 -0.121345 0.121371
25.359 -0.121334 0.121361
25.36 -0.121324 0.121351
25.361 -0.121314 0.121341
25.362 -0.121304 0.121331
25.363 -0.121294 0.12132
25.364 -0.121284 0.12131
25.365 -0.121274 0.1213
25.366 -0.121263 0.12129
25.367 -0.121253 0.12128
25.368 -0.121243 0.12127
25.369 -0.121233 0.12126
25.37 -0.121223 0.12125
25.371 -0.121213 0.121239
25.372 -0.121203 0.121229
25.373 -0.121192 0.121219
25.374 -0.121182 0.121209
25.375 -0.121172 0.121199
25.376 -0.121162 0.121189
25.377 -0.121152 0.121179
25.378 -0.121142 0.121169
25.379 -0.121132 0.121159
25.38 -0.121122 0.121148
25.381 -0.121111 0.121138
25.382 -0.121101 0.121128
25.383 -0.121091 0.121118
25.384 -0.121081 0.121108
25.385 -0.121071 0.121098
25.386 -0.121061 0.121088
25.387 -0.121051 0.121078
25.388 -0.121041 0.121068
25.389 -0.12103 0.121057
25.39 -0.12102 0.121047
25.391 -0.12101 0.121037
25.392 -0.121 0.121027
25.393 -0.12099 0.121017
25.394 -0.12098 0.121007
25.395 -0.12097 0.120997
25.396 -0.12096 0.120987
25.397 -0.120949 0.120977
25.398 -0.120939 0.120967
25.399 -0.120929 0.120956
25.4 -0.120919 0.120946
25.401 -0.120909 0.120936
25.402 -0.120899 0.120926
25.403 -0.120889 0.120916
25.404 -0.120879 0.120906
25.405 -0.120869 0.120896
25.406 -0.120859 0.120886
25.407 -0.120848 0.120876
25.408 -0.120838 0.120866
25.409 -0.120828 0.120856
25.41 -0.120818 0.120846
25.411 -0.120808 0.120835
25.412 -0.120798 0.120825
25.413 -0.120788 0.120815
25.414 -0.120778 0.120805
25.415 -0.120768 0.120795
25.416 -0.120758 0.120785
25.417 -0.120747 0.120775
25.418 -0.120737 0.120765
25.419 -0.120727 0.120755
25.42 -0.120717 0.120745
25.421 -0.120707 0.120735
25.422 -0.120697 0.120725
25.423 -0.120687 0.120715
25.424 -0.120677 0.120704
25.425 -0.120667 0.120694
25.426 -0.120657 0.120684
25.427 -0.120647 0.120674
25.428 -0.120637 0.120664
25.429 -0.120626 0.120654
25.43 -0.120616 0.120644
25.431 -0.120606 0.120634
25.432 -0.120596 0.120624
25.433 -0.120586 0.120614
25.434 -0.120576 0.120604
25.435 -0.120566 0.120594
25.436 -0.120556 0.120584
25.437 -0.120546 0.120574
25.438 -0.120536 0.120564
25.439 -0.120526 0.120554
25.44 -0.120516 0.120544
25.441 -0.120506 0.120533
25.442 -0.120496 0.120523
25.443 -0.120485 0.120513
25.444 -0.120475 0.120503
25.445 -0.120465 0.120493
25.446 -0.120455 0.120483
25.447 -0.120445 0.120473
25.448 -0.120435 0.120463
25.449 -0.120425 0.120453
25.45 -0.120415 0.120443
25.451 -0.120405 0.120433
25.452 -0.120395 0.120423
25.453 -0.120385 0.120413
25.454 -0.120375 0.120403
25.455 -0.120365 0.120393
25.456 -0.120355 0.120383
25.457 -0.120345 0.120373
25.458 -0.120335 0.120363
25.459 -0.120325 0.120353
25.46 -0.120315 0.120343
25.461 -0.120305 0.120333
25.462 -0.120294 0.120323
25.463 -0.120284 0.120313
25.464 -0.120274 0.120303
25.465 -0.120264 0.120293
25.466 -0.120254 0.120283
25.467 -0.120244 0.120273
25.468 -0.120234 0.120263
25.469 -0.120224 0.120253
25.47 -0.120214 0.120242
25.471 -0.120204 0.120232
25.472 -0.120194 0.120222
25.473 -0.120184 0.120212
25.474 -0.120174 0.120202
25.475 -0.120164 0.120192
25.476 -0.120154 0.120182
25.477 -0.120144 0.120172
25.478 -0.120134 0.120162
25.479 -0.120124 0.120152
25.48 -0.120114 0.120142
25.481 -0.120104 0.120132
25.482 -0.120094 0.120122
25.483 -0.120084 0.120112
25.484 -0.120074 0.120102
25.485 -0.120064 0.120092
25.486 -0.120054 0.120082
25.487 -0.120044 0.120072
25.488 -0.120034 0.120062
25.489 -0.120024 0.120052
25.49 -0.120014 0.120042
25.491 -0.120004 0.120032
25.492 -0.119994 0.120022
25.493 -0.119984 0.120012
25.494 -0.119974 0.120002
25.495 -0.119964 0.119992
25.496 -0.119954 0.119982
25.497 -0.119944 0.119972
25.498 -0.119934 0.119962
25.499 -0.119924 0.119952
25.5 -0.119914 0.119943
25.501 -0.119904 0.119933
25.502 -0.119894 0.119923
25.503 -0.119884 0.119913
25.504 -0.119874 0.119903
25.505 -0.119864 0.119893
25.506 -0.119854 0.119883
25.507 -0.119844 0.119873
25.508 -0.119834 0.119863
25.509 -0.119824 0.119853
25.51 -0.119814 0.119843
25.511 -0.119804 0.119833
25.512 -0.119794 0.119823
25.513 -0.119784 0.119813
25.514 -0.119774 0.119803
25.515 -0.119764 0.119793
25.516 -0.119754 0.119783
25.517 -0.119744 0.119773
25.518 -0.119734 0.119763
25.519 -0.119724 0.119753
25.52 -0.119714 0.119743
25.521 -0.119704 0.119733
25.522 -0.119694 0.119723
25.523 -0.119684 0.119713
25.524 -0.119674 0.119703
25.525 -0.119664 0.119693
25.526 -0.119654 0.119683
25.527 -0.119644 0.119673
25.528 -0.119634 0.119664
25.529 -0.119624 0.119654
25.53 -0.119614 0.119644
25.531 -0.119604 0.119634
25.532 -0.119595 0.119624
25.533 -0.119585 0.119614
25.534 -0.119575 0.119604
25.535 -0.119565 0.119594
25.536 -0.119555 0.119584
25.537 -0.119545 0.119574
25.538 -0.119535 0.119564
25.539 -0.119525 0.119554
25.54 -0.119515 0.119544
25.541 -0.119505 0.119534
25.542 -0.119495 0.119524
25.543 -0.119485 0.119515
25.544 -0.119475 0.119505
25.545 -0.119465 0.119495
25.546 -0.119455 0.119485
25.547 -0.119445 0.119475
25.548 -0.119435 0.119465
25.549 -0.119426 0.119455
25.55 -0.119416 0.119445
25.551 -0.119406 0.119435
25.552 -0.119396 0.119425
25.553 -0.119386 0.119415
25.554 -0.119376 0.119405
25.555 -0.119366 0.119396
25.556 -0.119356 0.119386
25.557 -0.119346 0.119376
25.558 -0.119336 0.119366
25.559 -0.119326 0.119356
25.56 -0.119316 0.119346
25.561 -0.119307 0.119336
25.562 -0.119297 0.119326
25.563 -0.119287 0.119316
25.564 -0.119277 0.119306
25.565 -0.119267 0.119297
25.566 -0.119257 0.119287
25.567 -0.119247 0.119277
25.568 -0.119237 0.119267
25.569 -0.119227 0.119257
25.57 -0.119217 0.119247
25.571 -0.119208 0.119237
25.572 -0.119198 0.119227
25.573 -0.119188 0.119218
25.574 -0.119178 0.119208
25.575 -0.119168 0.119198
25.576 -0.119158 0.119188
25.577 -0.119148 0.119178
25.578 -0.119138 0.119168
25.579 -0.119128 0.119158
25.58 -0.119119 0.119148
25.581 -0.119109 0.119139
25.582 -0.119099 0.119129
25.583 -0.119089 0.119119
25.584 -0.119079 0.119109
25.585 -0.119069 0.119099
25.586 -0.119059 0.119089
25.587 -0.11905 0.11908
25.588 -0.11904 0.11907
25.589 -0.11903 0.11906
25.59 -0.11902 0.11905
25.591 -0.11901 0.11904
25.592 -0.119 0.11903
25.593 -0.11899 0.119021
25.594 -0.118981 0.119011
25.595 -0.118971 0.119001
25.596 -0.118961 0.118991
25.597 -0.118951 0.118981
25.598 -0.118941 0.118971
25.599 -0.118931 0.118962
25.6 -0.118922 0.118952
25.601 -0.118912 0.118942
25.602 -0.118902 0.118932
25.603 -0.118892 0.118922
25.604 -0.118882 0.118913
25.605 -0.118873 0.118903
25.606 -0.118863 0.118893
25.607 -0.118853 0.118883
25.608 -0.118843 0.118873
25.609 -0.118833 0.118863
25.61 -0.118823 0.118854
25.611 -0.118813 0.118844
25.612 -0.118804 0.118834
25.613 -0.118794 0.118824
25.614 -0.118784 0.118814
25.615 -0.118774 0.118804
25.616 -0.118764 0.118794
25.617 -0.118754 0.118784
25.618 -0.118744 0.118774
25.619 -0.118734 0.118764
25.62 -0.118724 0.118755
25.621 -0.118714 0.118745
25.622 -0.118704 0.118735
25.623 -0.118694 0.118725
25.624 -0.118684 0.118715
25.625 -0.118674 0.118705
25.626 -0.118665 0.118695
25.627 -0.118655 0.118685
25.628 -0.118645 0.118675
25.629 -0.118635 0.118665
25.63 -0.118625 0.118655
25.631 -0.118615 0.118645
25.632 -0.118605 0.118635
25.633 -0.118595 0.118625
25.634 -0.118585 0.118615
25.635 -0.118575 0.118606
25.636 -0.118565 0.118596
25.637 -0.118555 0.118586
25.638 -0.118545 0.118576
25.639 -0.118535 0.118566
25.64 -0.118525 0.118556
25.641 -0.118515 0.118546
25.642 -0.118505 0.118536
25.643 -0.118495 0.118526
25.644 -0.118485 0.118516
25.645 -0.118475 0.118506
25.646 -0.118465 0.118496
25.647 -0.118456 0.118486
25.648 -0.118446 0.118476
25.649 -0.118436 0.118466
25.65 -0.118426 0.118456
25.651 -0.118416 0.118446
25.652 -0.118406 0.118437
25.653 -0.118396 0.118427
25.654 -0.118386 0.118417
25.655 -0.118376 0.118407
25.656 -0.118366 0.118397
25.657 -0.118356 0.118387
25.658 -0.118346 0.118377
25.659 -0.118336 0.118367
25.66 -0.118326 0.118357
25.661 -0.118316 0.118347
25.662 -0.118306 0.118337
25.663 -0.118296 0.118327
25.664 -0.118286 0.118317
25.665 -0.118276 0.118307
25.666 -0.118266 0.118297
25.667 -0.118256 0.118287
25.668 -0.118246 0.118277
25.669 -0.118237 0.118267
25.67 -0.118227 0.118258
25.671 -0.118217 0.118248
25.672 -0.118207 0.118238
25.673 -0.118197 0.118228
25.674 -0.118187 0.118218
25.675 -0.118177 0.118208
25.676 -0.118167 0.118198
25.677 -0.118157 0.118188
25.678 -0.118147 0.118178
25.679 -0.118137 0.118168
25.68 -0.118127 0.118158
25.681 -0.118117 0.118148
25.682 -0.118107 0.118138
25.683 -0.118097 0.118128
25.684 -0.118087 0.118118
25.685 -0.118077 0.118108
25.686 -0.118067 0.118099
25.687 -0.118058 0.118089
