0.50692 	4.42027e-19 	2.77625e-18 	-0.401355
0.520963 	4.42027e-19 	2.70141e-18 	-0.402485
0.535417 	4.42027e-19 	-2.57568e-18 	-0.403158
0.550295 	4.42027e-19 	-4.38147e-18 	-0.403707
0.565609 	4.42027e-19 	-4.45071e-18 	-0.404179
0.581371 	4.42027e-19 	-4.51817e-18 	-0.40461
0.597596 	4.42027e-19 	-4.58389e-18 	-0.405055
0.614295 	4.42027e-19 	-4.64791e-18 	-0.40556
0.631485 	4.42027e-19 	-4.71027e-18 	-0.40616
0.649177 	4.42027e-19 	-4.77101e-18 	-0.406882
0.667389 	4.42027e-19 	-4.83016e-18 	-0.407743
0.686134 	4.42027e-19 	-6.6225e-18 	-0.408755
0.705428 	4.42027e-19 	-6.67859e-18 	-0.409924
0.725287 	4.42027e-19 	-4.9985e-18 	-0.411252
0.745729 	4.42027e-19 	-5.05169e-18 	-0.412743
0.766769 	4.42027e-19 	-5.10347e-18 	-0.414398
0.788426 	4.42027e-19 	-3.41916e-18 	-0.416219
0.810718 	4.42027e-19 	-1.73352e-18 	-0.418208
0.833662 	4.42027e-19 	-1.7813e-18 	-0.420367
0.857279 	4.42027e-19 	-9.30789e-20 	-0.422699
0.881589 	4.42027e-19 	1.59638e-18 	-0.425202
0.90661 	4.42027e-19 	1.55232e-18 	-0.427879
0.932365 	4.42027e-19 	1.50944e-18 	-0.430734
0.958874 	4.42027e-19 	1.46771e-18 	-0.433688
0.98616 	4.42027e-19 	1.4271e-18 	-0.436743
1.04383 	4.42027e-19 	3.14212e-18 	-0.445382
1.13211 	4.42027e-19 	6.61222e-18 	-0.451368
1.22163 	4.42027e-19 	8.3476e-18 	-0.458156
1.31242 	4.42027e-19 	8.34828e-18 	-0.453637
1.40449 	4.42027e-19 	8.34896e-18 	-0.442764
1.49785 	4.42027e-19 	6.61493e-18 	-0.420238
1.59253 	4.42027e-19 	4.88091e-18 	-0.393324
1.68855 	4.42027e-19 	4.88162e-18 	-0.364991
1.78592 	4.42027e-19 	3.14762e-18 	-0.343301
1.88466 	4.42027e-19 	1.41363e-18 	-0.331439
1.9848 	4.42027e-19 	1.41438e-18 	-0.332236
2.08635 	4.42027e-19 	1.41514e-18 	-0.34343
2.18933 	4.42027e-19 	1.41591e-18 	-0.360126
2.29376 	4.42027e-19 	3.15141e-18 	-0.374636
2.39967 	4.42027e-19 	4.88693e-18 	-0.379072
2.50707 	4.42027e-19 	6.62245e-18 	-0.367358
2.61598 	4.42027e-19 	8.35799e-18 	-0.33777
2.72643 	4.42027e-19 	8.35882e-18 	-0.29534
2.83843 	4.42027e-19 	8.35967e-18 	-0.24851
2.95202 	4.42027e-19 	6.6258e-18 	-0.205502
3.06721 	4.42027e-19 	6.62667e-18 	-0.170908
3.18402 	4.42027e-19 	4.89282e-18 	-0.146147
3.30248 	4.42027e-19 	3.159e-18 	-0.130698
3.42261 	4.42027e-19 	4.89463e-18 	-0.123378
3.54443 	4.42027e-19 	4.89555e-18 	-0.122997
3.66797 	4.42027e-19 	4.89649e-18 	-0.128926
3.79326 	4.42027e-19 	6.63216e-18 	-0.141548
3.92031 	4.42027e-19 	8.36785e-18 	-0.161211
4.04915 	4.42027e-19 	8.36883e-18 	-0.185322
4.17981 	4.42027e-19 	8.36983e-18 	-0.207238
4.31231 	4.42027e-19 	8.37084e-18 	-0.218816
4.44668 	4.42027e-19 	8.37187e-18 	-0.21516
4.58294 	4.42027e-19 	8.37291e-18 	-0.197659
4.72113 	4.42027e-19 	8.37397e-18 	-0.172309
4.86126 	4.42027e-19 	8.37505e-18 	-0.145867
