1.00036e-18 	0.520963 	1.45278e-18 	0.181551 	0.0118968 	4.4428e-21
1.00036e-18 	0.535417 	-1.85162e-18 	0.31136 	0.0321143 	-4.97617e-21
1.00036e-18 	0.550295 	-8.62969e-18 	0.445272 	0.0591052 	7.13631e-21
1.00036e-18 	0.565609 	-1.36772e-17 	0.57969 	0.0911385 	-2.33755e-21
1.00036e-18 	0.581371 	-1.69939e-17 	0.710473 	0.12622 	2.28541e-21
1.00036e-18 	0.597596 	-1.85799e-17 	0.833432 	0.162194 	-4.5981e-22
1.00036e-18 	0.614295 	-2.19045e-17 	0.944828 	0.19701 	1.22985e-21
1.00036e-18 	0.631485 	-3.0437e-17 	1.0418 	0.2289 	-2.75566e-21
1.00036e-18 	0.649177 	-3.89731e-17 	1.12267 	0.256521 	-7.27682e-21
1.00036e-18 	0.667389 	-4.0574e-17 	1.18698 	0.279053 	-4.60492e-22
1.00036e-18 	0.686134 	-3.52394e-17 	1.23545 	0.296196 	7.34708e-21
1.00036e-18 	0.705428 	-2.81736e-17 	1.26969 	0.308113 	5.30602e-21
1.00036e-18 	0.725287 	-2.1111e-17 	1.29187 	0.315311 	-5.05344e-21
1.00036e-18 	0.745729 	-1.9256e-17 	1.3044 	0.318503 	3.51928e-21
1.00036e-18 	0.766769 	-2.26082e-17 	1.30963 	0.318486 	8.05571e-22
1.00036e-18 	0.788426 	-2.59636e-17 	1.30966 	0.316034 	4.73933e-21
1.00036e-18 	0.810718 	-2.75872e-17 	1.30624 	0.31183 	3.47116e-21
1.00036e-18 	0.833662 	-2.74791e-17 	1.30073 	0.306435 	2.16497e-21
1.00036e-18 	0.857279 	-3.2578e-17 	1.29409 	0.300277 	8.79529e-21
1.00036e-18 	0.881589 	-3.76797e-17 	1.28698 	0.293666 	-1.01191e-22
1.00036e-18 	0.90661 	-3.758e-17 	1.27978 	0.286809 	-8.32239e-21
1.00036e-18 	0.932365 	-3.40135e-17 	1.27268 	0.279839 	-2.32059e-21
1.00036e-18 	0.958874 	-3.04496e-17 	1.26574 	0.272794 	2.28003e-21
1.00036e-18 	0.98616 	-3.03577e-17 	1.25889 	0.265862 	-1.6812e-21
1.00036e-18 	1.02152 	-3.42382e-17 	1.24997 	0.256794 	-1.45829e-21
1.00036e-18 	1.06497 	-3.81639e-17 	1.23884 	0.245858 	-4.03783e-22
1.00036e-18 	1.10923 	-3.81639e-17 	1.2285 	0.235137 	-3.64633e-22
1.00036e-18 	1.15434 	-3.81639e-17 	1.21936 	0.224916 	3.24933e-23
1.00036e-18 	1.20029 	-3.81639e-17 	1.2113 	0.215206 	1.82294e-22
1.00036e-18 	1.24712 	-3.81639e-17 	1.20404 	0.205958 	-9.73536e-23
1.00036e-18 	1.29483 	-3.46945e-17 	1.19735 	0.197094 	4.91789e-22
1.00036e-18 	1.34345 	-3.29597e-17 	1.19112 	0.188585 	1.20419e-22
1.00036e-18 	1.39298 	-3.29597e-17 	1.18524 	0.180402 	-7.00366e-22
1.00036e-18 	1.44345 	-2.94903e-17 	1.17967 	0.172521 	1.58742e-22
1.00036e-18 	1.49488 	-2.77556e-17 	1.17435 	0.164938 	-3.79959e-23
1.00036e-18 	1.54727 	-2.77556e-17 	1.16925 	0.157628 	-1.28556e-23
1.00036e-18 	1.60066 	-2.94903e-17 	1.16433 	0.150588 	2.38526e-22
1.00036e-18 	1.65506 	-3.1225e-17 	1.15956 	0.1438 	-2.2937e-22
1.00036e-18 	1.71048 	-2.94903e-17 	1.15493 	0.137259 	-1.54907e-22
1.00036e-18 	1.76696 	-2.77556e-17 	1.15041 	0.130956 	-9.34063e-23
1.00036e-18 	1.8245 	-2.94903e-17 	1.14599 	0.124882 	4.70577e-23
1.00036e-18 	1.88313 	-2.94903e-17 	1.14165 	0.119031 	1.34106e-22
1.00036e-18 	1.94287 	-2.60209e-17 	1.1374 	0.113397 	-7.98981e-23
