5.52435e-20 	0.0340471
0.0010101 	0.0340521
0.0020202 	0.034057
0.0030303 	0.0340611
0.0040404 	0.0340642
0.00505051 	0.0340667
0.00606061 	0.0340547
0.00707071 	0.0340428
0.00808081 	0.03402
0.00909091 	0.0339893
0.010101 	0.0339561
0.0111111 	0.033901
0.0121212 	0.0338458
0.0131313 	0.0337707
0.0141414 	0.0336836
0.0151515 	0.0335903
0.0161616 	0.0334623
0.0171717 	0.0333343
0.0181818 	0.0331719
0.0191919 	0.0329929
0.020202 	0.0328015
0.0212121 	0.03256
0.0222222 	0.0323186
0.0232323 	0.0320224
0.0242424 	0.0317054
0.0252525 	0.0313658
0.0262626 	0.0309587
0.0272727 	0.0305516
0.0282828 	0.0300621
0.0292929 	0.0295488
0.030303 	0.0289982
0.0313131 	0.0283609
0.0323232 	0.0277236
0.0333333 	0.0269687
0.0343434 	0.0261888
0.0353535 	0.0253521
0.0363636 	0.0244099
0.0373737 	0.0234678
0.0383838 	0.0223667
0.0393939 	0.0212428
0.040404 	0.0200387
0.0414141 	0.0187143
0.0424242 	0.0173899
0.0434343 	0.0158649
0.0444444 	0.0143236
0.0454545 	0.012679
0.0464646 	0.0109083
0.0474747 	0.0091376
0.0484848 	0.00713681
0.0494949 	0.00513013
0.0505051 	0.00300639
0.0515152 	0.000765592
0.0525253 	-0.00148073
0.0535354 	-0.00394275
0.0545455 	-0.00640477
0.0555556 	-0.00897382
0.0565657 	-0.0116304
0.0575758 	-0.0142984
0.0585859 	-0.0171067
0.059596 	-0.0199149
0.0606061 	-0.0227775
0.0616162 	-0.0256761
0.0626263 	-0.0285761
0.0636364 	-0.0314848
0.0646465 	-0.0343935
0.0656566 	-0.0372445
0.0666667 	-0.0400645
0.0676768 	-0.042849
0.0686869 	-0.0454663
0.069697 	-0.0480836
0.0707071 	-0.0504728
0.0717172 	-0.0527643
0.0727273 	-0.0549549
0.0737374 	-0.0567978
0.0747475 	-0.0586408
0.0757576 	-0.0600649
0.0767677 	-0.0613494
0.0777778 	-0.0624578
0.0787879 	-0.0631021
0.079798 	-0.0637464
0.0808081 	-0.0638483
0.0818182 	-0.0638147
0.0828283 	-0.0635674
0.0838384 	-0.0628764
0.0848485 	-0.0621853
0.0858586 	-0.0610095
0.0868687 	-0.0597482
0.0878788 	-0.058332
0.0888889 	-0.0566578
0.089899 	-0.0549835
0.0909091 	-0.0531341
0.0919192 	-0.0512652
0.0929293 	-0.049402
0.0939394 	-0.0475466
0.0949495 	-0.0456912
0.0959596 	-0.0439718
0.0969697 	-0.0422595
0.0979798 	-0.0409761
0.0989899 	-0.0401665
0.1 	-0.039357
