1.22986e-19 	0.52626 	-7.83604e-19 	-0.603143
1.22986e-19 	0.544528 	9.71093e-19 	-0.594248
1.22986e-19 	0.563475 	9.90441e-19 	-0.58329
1.22986e-19 	0.583126 	1.00918e-18 	-0.569444
1.22986e-19 	0.603507 	-2.44212e-18 	-0.552457
1.22986e-19 	0.624646 	-4.15928e-18 	-0.532356
1.22986e-19 	0.646569 	-4.14227e-18 	-0.509609
1.22986e-19 	0.669308 	-4.1258e-18 	-0.484975
1.22986e-19 	0.692891 	-5.84459e-18 	-0.459314
1.22986e-19 	0.71735 	-9.29862e-18 	-0.433425
1.22986e-19 	0.742718 	-1.10184e-17 	-0.407944
1.22986e-19 	0.769029 	-1.27387e-17 	-0.383309
1.22986e-19 	0.796317 	-1.61942e-17 	-0.359776
1.22986e-19 	0.824619 	-1.4446e-17 	-0.337462
1.22986e-19 	0.853973 	-1.09635e-17 	-0.316392
1.22986e-19 	0.884418 	-1.26856e-17 	-0.296529
1.22986e-19 	0.915993 	-1.44081e-17 	-0.277811
1.22986e-19 	0.948742 	-1.43963e-17 	-0.260217
1.22986e-19 	0.982707 	-1.78543e-17 	-0.243444
1.22986e-19 	1.02688 	-2.62716e-17 	-0.224107
1.22986e-19 	1.08129 	-2.94903e-17 	-0.203672
1.22986e-19 	1.137 	-2.77556e-17 	-0.185262
1.22986e-19 	1.19402 	-2.77556e-17 	-0.168786
1.22986e-19 	1.25241 	-2.94903e-17 	-0.153872
1.22986e-19 	1.31218 	-2.94903e-17 	-0.140366
1.22986e-19 	1.37337 	-2.60209e-17 	-0.12807
1.22986e-19 	1.43602 	-2.42861e-17 	-0.116852
1.22986e-19 	1.50015 	-2.42861e-17 	-0.106594
1.22986e-19 	1.56581 	-2.60209e-17 	-0.0971849
1.22986e-19 	1.63303 	-2.77556e-17 	-0.0885475
1.22986e-19 	1.70185 	-3.1225e-17 	-0.0806029
1.22986e-19 	1.77231 	-3.29597e-17 	-0.0732786
1.22986e-19 	1.84444 	-3.1225e-17 	-0.0665266
1.22986e-19 	1.91829 	-3.1225e-17 	-0.0602894
